samples,types
2065be76-7c11-4d1d-9192-24bea29b96f4.FPKM.txt,Adrenal Gland
e114de1e-78ce-48a7-adfd-94afed0083e4.FPKM.txt,Adrenal Gland
274ff7ed-f55f-45a1-a2ed-0baaa1b0e9bd.FPKM-UQ.txt,Adrenal Gland
df3dff28-6bfc-4d7b-986f-9b5dea710513.FPKM.txt,Adrenal Gland
17a23c8d-a900-43cc-9d22-5ccc3253f882.FPKM-UQ.txt,Adrenal Gland
996a777f-f01c-4cec-a8a5-0c56a62d2711.FPKM.txt,Adrenal Gland
1cef783a-56e6-4abd-bf86-334288074e0b.htseq.counts,Adrenal Gland
ce2ffb35-774a-436b-87f9-3f86f2d4161e.FPKM-UQ.txt,Adrenal Gland
da7565c4-4f4e-4c33-a426-d3086c1ba8eb.FPKM.txt,Adrenal Gland
68b761c0-25b5-40ee-918f-869141f6fb9b.htseq.counts,Adrenal Gland
ade6b232-3029-45f7-a27f-35a092f94ab5.FPKM.txt,Adrenal Gland
9dc8253b-e9de-42a2-b750-015d751cdb90.FPKM-UQ.txt,Adrenal Gland
996a777f-f01c-4cec-a8a5-0c56a62d2711.htseq.counts,Adrenal Gland
991d6c81-9595-4ebf-81d9-1f8f8cef06fe.htseq.counts,Adrenal Gland
bead147b-e038-440a-9b32-678ec738eda4.FPKM-UQ.txt,Adrenal Gland
ed9e323d-3e22-4400-a0f3-4a628ddce2eb.FPKM.txt,Adrenal Gland
e025cc37-1269-430c-9790-cdda76eb6411.FPKM.txt,Adrenal Gland
a0fd6a0e-1d27-4529-8278-a3d65032248c.FPKM-UQ.txt,Adrenal Gland
e025cc37-1269-430c-9790-cdda76eb6411.htseq.counts,Adrenal Gland
5cf5d342-1bda-4b5b-9431-21372f3aff2b.FPKM-UQ.txt,Adrenal Gland
a0fd6a0e-1d27-4529-8278-a3d65032248c.htseq.counts,Adrenal Gland
9dc8253b-e9de-42a2-b750-015d751cdb90.FPKM.txt,Adrenal Gland
51fc8b38-7fd8-4483-9211-c80435455470.FPKM.txt,Adrenal Gland
1fe6a38f-7f56-4ce4-82dc-4e9236ed80d1.FPKM.txt,Adrenal Gland
14252afb-42ca-4d9d-a8c1-2515ffa38b26.htseq.counts,Adrenal Gland
010caf19-9f62-4488-a2b5-eacdb795d66e.htseq.counts,Adrenal Gland
8e784384-e42b-4e04-9c11-d5dd391728f5.htseq.counts,Adrenal Gland
e85942cf-02d4-45f4-b06b-d01e53711241.FPKM.txt,Adrenal Gland
fe7036d5-db1b-4052-ae07-1ffa07b9d3a8.FPKM-UQ.txt,Adrenal Gland
23293089-6e36-4347-98c4-c11a9e33c6b5.FPKM-UQ.txt,Adrenal Gland
42449353-9dca-4ec7-90b1-408c9d7a4224.htseq.counts,Adrenal Gland
77ce7ba1-9173-4a9e-afe4-66f8411d88c0.FPKM.txt,Adrenal Gland
c56a53fd-2141-4531-8c4d-d782038cbb7d.FPKM.txt,Adrenal Gland
1182a295-bb26-480f-9868-b2b7d03c8b9e.FPKM.txt,Adrenal Gland
8dad2d50-b313-4fda-a07c-5dfa6949a169.FPKM-UQ.txt,Adrenal Gland
f4411c63-1f39-4c64-b868-f7a3300ee98e.FPKM.txt,Adrenal Gland
c1422d55-5ee3-4618-8466-d1141c654e9d.FPKM.txt,Adrenal Gland
5d800d54-f0e3-443d-8f12-bb076d1beb8b.htseq.counts,Adrenal Gland
14252afb-42ca-4d9d-a8c1-2515ffa38b26.FPKM-UQ.txt,Adrenal Gland
ce2ffb35-774a-436b-87f9-3f86f2d4161e.FPKM.txt,Adrenal Gland
5d873777-4551-4625-918e-e5ec96ba3a50.FPKM-UQ.txt,Adrenal Gland
e9d6c728-725b-4c68-bb1f-f301786d0005.FPKM-UQ.txt,Adrenal Gland
ced9ceb2-89c7-4068-8791-c04a38175efd.htseq.counts,Adrenal Gland
2ef3f981-aaee-4b07-ad60-1488430fae96.FPKM-UQ.txt,Adrenal Gland
7bee1123-5038-463d-b1d5-a0b0b7579943.FPKM-UQ.txt,Adrenal Gland
8197456b-8788-4e75-95e3-a17cb1ec5368.htseq.counts,Adrenal Gland
9ce0e4aa-22aa-4bde-990a-27745ef091ad.FPKM.txt,Adrenal Gland
1b1ef454-5d7d-44ff-a8da-e3501190af4f.FPKM-UQ.txt,Adrenal Gland
5e2887b5-fb9d-408c-9151-dc3ec72385ae.FPKM.txt,Adrenal Gland
26c80da2-44f1-42c0-80e2-1df8dea86b8d.FPKM.txt,Adrenal Gland
52cf0cb6-7864-4b43-94ab-3b690c23734b.FPKM-UQ.txt,Adrenal Gland
e984ddea-3dba-4016-8a9b-3f4bc2937218.FPKM.txt,Adrenal Gland
0576f5ab-b1f0-42ee-b774-841954499601.FPKM.txt,Adrenal Gland
734117be-80cd-460d-95d9-3477b2998e6d.htseq.counts,Adrenal Gland
2c217a4d-93a0-4d6d-b023-e1671d0fbe55.FPKM.txt,Adrenal Gland
487c292b-0661-4072-be54-b34b05c7d510.htseq.counts,Adrenal Gland
9face56d-5a4c-44a7-9ab5-9dd35bad5bad.htseq.counts,Adrenal Gland
bd080527-71bf-454d-b7c9-47d7f865e867.FPKM-UQ.txt,Adrenal Gland
4970e5c4-b9a7-4e6a-b418-37dfccaf45fd.FPKM-UQ.txt,Adrenal Gland
46e1e584-30f0-4651-8850-1f71c70ff849.FPKM.txt,Adrenal Gland
dc9b394f-3430-454e-960b-fc423c2eb0fb.FPKM-UQ.txt,Adrenal Gland
c1422d55-5ee3-4618-8466-d1141c654e9d.htseq.counts,Adrenal Gland
0ac87383-1197-4593-bac5-f0611e3fc0bd.FPKM-UQ.txt,Adrenal Gland
98ffa99b-85e0-4411-95c1-97fc1d12cd21.FPKM-UQ.txt,Adrenal Gland
ed2f97cc-0678-43e5-b981-52eaa10e6905.htseq.counts,Adrenal Gland
23c1e373-9ceb-42c9-934f-83e1195bc389.FPKM.txt,Adrenal Gland
014a91d2-af8d-4cf9-a7d7-6a841d8500ee.FPKM.txt,Adrenal Gland
1e6cd83b-7abf-429c-86dd-0d9fe4c29a80.htseq.counts,Adrenal Gland
e984ddea-3dba-4016-8a9b-3f4bc2937218.FPKM-UQ.txt,Adrenal Gland
ed9e323d-3e22-4400-a0f3-4a628ddce2eb.htseq.counts,Adrenal Gland
270677c6-3969-417e-b202-b1e49014445a.FPKM.txt,Adrenal Gland
5c630361-71e3-49ec-8557-01e1d722ebe1.FPKM.txt,Adrenal Gland
ade6b232-3029-45f7-a27f-35a092f94ab5.FPKM-UQ.txt,Adrenal Gland
aad99d2f-e6cf-4c28-913e-6249db191145.FPKM-UQ.txt,Adrenal Gland
07733705-c0b8-42be-806d-577cebf01f40.FPKM-UQ.txt,Adrenal Gland
97b8799b-7d08-4316-903a-697092d6148a.htseq.counts,Adrenal Gland
5fa50e0a-4944-4a62-b0b2-03d0bf3ca436.FPKM.txt,Adrenal Gland
17a23c8d-a900-43cc-9d22-5ccc3253f882.htseq.counts,Adrenal Gland
df161225-6334-45af-a74a-a71af0f7b2ae.FPKM-UQ.txt,Adrenal Gland
bc92e0f5-ff45-4988-b15a-438feb7497df.FPKM-UQ.txt,Adrenal Gland
e114de1e-78ce-48a7-adfd-94afed0083e4.FPKM-UQ.txt,Adrenal Gland
52cf0cb6-7864-4b43-94ab-3b690c23734b.FPKM.txt,Adrenal Gland
115b50f9-d78f-40db-b033-e4d520cba2d6.FPKM-UQ.txt,Adrenal Gland
0874fe2b-8fa0-4535-95e0-de624d2514f2.htseq.counts,Adrenal Gland
46e1e584-30f0-4651-8850-1f71c70ff849.FPKM-UQ.txt,Adrenal Gland
5fda59be-7fd1-4d37-bdc8-e3658dff56de.FPKM.txt,Adrenal Gland
d503dc74-ad78-425f-99b1-b67b26cea004.FPKM.txt,Adrenal Gland
62ca391d-f380-494b-84a7-54ca5140406e.FPKM.txt,Adrenal Gland
7d3f32e7-12fe-4ede-8ddf-f9b3e2587ab8.htseq.counts,Adrenal Gland
cca1b871-82df-4a08-9d17-8916182167f0.FPKM-UQ.txt,Adrenal Gland
115b50f9-d78f-40db-b033-e4d520cba2d6.FPKM.txt,Adrenal Gland
525b4383-ee34-4858-92ed-3899e4fa8802.htseq.counts,Adrenal Gland
75d9de56-f367-4fb7-bb67-b374db23662c.FPKM-UQ.txt,Adrenal Gland
3815c5aa-12bc-4865-a494-c379a70d528b.htseq.counts,Adrenal Gland
1b1ef454-5d7d-44ff-a8da-e3501190af4f.FPKM.txt,Adrenal Gland
912b6b6b-667a-4253-b552-50350e124067.FPKM.txt,Adrenal Gland
c583bacc-9000-47b7-a33c-9c4f6817aa81.FPKM.txt,Adrenal Gland
5e675bc3-0e00-4582-8e94-bbe70a6eea43.FPKM-UQ.txt,Adrenal Gland
6150c522-9ad3-4b95-b4b9-4ba6b89eeedd.FPKM.txt,Adrenal Gland
8aec1ba3-167e-4509-9da3-b1231a9cd11b.FPKM.txt,Adrenal Gland
209c6cdb-e399-4e18-97b4-b2fd2ece5641.FPKM-UQ.txt,Adrenal Gland
07733705-c0b8-42be-806d-577cebf01f40.htseq.counts,Adrenal Gland
c3c77ed4-837f-47ce-87e1-f1e568ead598.FPKM.txt,Adrenal Gland
23c1e373-9ceb-42c9-934f-83e1195bc389.FPKM-UQ.txt,Adrenal Gland
17a23c8d-a900-43cc-9d22-5ccc3253f882.FPKM.txt,Adrenal Gland
20f1ae84-332f-4efc-aae5-54e28917d0ed.FPKM-UQ.txt,Adrenal Gland
7e4119e0-417e-4d51-8fe6-ab1874164bd0.FPKM.txt,Adrenal Gland
90c0e9ef-12b9-4181-a3b9-5d748d0dfd94.FPKM-UQ.txt,Adrenal Gland
b682b38e-79c3-4b88-ac65-e8f2571c35b9.FPKM.txt,Adrenal Gland
996a777f-f01c-4cec-a8a5-0c56a62d2711.FPKM-UQ.txt,Adrenal Gland
626a41f3-d2d3-41d6-ab86-1643df2fa24f.FPKM.txt,Adrenal Gland
26ac18a6-1e88-4a29-a514-05c2e0078aec.FPKM-UQ.txt,Adrenal Gland
dd9c6986-44e3-4fea-b819-01aba752a6a2.htseq.counts,Adrenal Gland
a51b7073-656b-4fe2-a437-f3d573bab3ac.FPKM.txt,Adrenal Gland
5a88fb2f-d26e-423a-a502-bc332094945b.FPKM-UQ.txt,Adrenal Gland
d458903f-af56-44ac-a2e8-1d7c7066a912.FPKM.txt,Adrenal Gland
bfa79392-9a5f-4b19-8e85-b2d3cda524b9.htseq.counts,Adrenal Gland
c5715764-702a-423d-bf75-c1fde1e94c01.FPKM.txt,Adrenal Gland
0ca40fc8-e6f8-452d-b18d-9a25ee3a5616.FPKM.txt,Adrenal Gland
0f0d217b-a02f-4742-a28c-723e3ede643f.FPKM.txt,Adrenal Gland
542dc6e1-0c30-4a5d-a899-74499e59d4b3.FPKM-UQ.txt,Adrenal Gland
0f0d217b-a02f-4742-a28c-723e3ede643f.htseq.counts,Adrenal Gland
823fe3f1-1e0f-4d35-8060-e54ba636992e.FPKM-UQ.txt,Adrenal Gland
542dc6e1-0c30-4a5d-a899-74499e59d4b3.htseq.counts,Adrenal Gland
45bda7e1-c30e-4848-b155-6b071f36d9c8.htseq.counts,Adrenal Gland
fe7036d5-db1b-4052-ae07-1ffa07b9d3a8.FPKM.txt,Adrenal Gland
af20afb0-8812-4a15-9eda-639562cab169.FPKM.txt,Adrenal Gland
734117be-80cd-460d-95d9-3477b2998e6d.FPKM.txt,Adrenal Gland
4b166b22-9296-4a85-91ee-7887393e4b08.FPKM.txt,Adrenal Gland
df34297d-30aa-484d-8d21-4c1223716469.htseq.counts,Adrenal Gland
d458903f-af56-44ac-a2e8-1d7c7066a912.FPKM-UQ.txt,Adrenal Gland
5fc3fbd1-4c66-4086-988c-590ec076216a.FPKM.txt,Adrenal Gland
921d89a5-6d80-4473-ab43-b459e52fbfac.htseq.counts,Adrenal Gland
1941accb-0b8b-4f54-902a-54175271fafa.htseq.counts,Adrenal Gland
da33344b-b0d8-4504-bf2c-95aed9bf607a.FPKM-UQ.txt,Adrenal Gland
427eda57-677d-4879-8e78-9c7f1c9cd9a1.FPKM-UQ.txt,Adrenal Gland
48d25b60-7991-46ba-b0b8-7c61c1258eb8.FPKM-UQ.txt,Adrenal Gland
1e7744d0-6924-4d35-8a8e-b690efcd6742.FPKM-UQ.txt,Adrenal Gland
437ad095-c2bd-475f-ba1d-a5ffdd17ab7f.FPKM-UQ.txt,Adrenal Gland
686fb7ee-bdd2-4c41-ab25-c0d8b0ccc049.FPKM-UQ.txt,Adrenal Gland
d04ad770-8f57-4e6f-8b7f-05e47b37294a.FPKM-UQ.txt,Adrenal Gland
1e0dd81a-566f-4806-b346-96da43a1456c.htseq.counts,Adrenal Gland
75fbb2a1-84b0-420a-a988-87c5726ca7db.htseq.counts,Adrenal Gland
6fbeb872-404d-4844-b289-cec24bce9e36.FPKM-UQ.txt,Adrenal Gland
5cf5d342-1bda-4b5b-9431-21372f3aff2b.FPKM.txt,Adrenal Gland
ee7c5b3a-e599-4175-bc85-475de931b191.FPKM.txt,Adrenal Gland
f83b1e1a-3bdc-4e4a-affc-ca0fa9138c9c.FPKM-UQ.txt,Adrenal Gland
b93b8fac-2427-468c-ba0e-8d6c2bc25c05.FPKM-UQ.txt,Adrenal Gland
10c4cac9-3d61-4a6f-bb50-297b8938d136.FPKM-UQ.txt,Adrenal Gland
7b1bc957-02b8-46e8-84c3-f4cdf00b036a.FPKM-UQ.txt,Adrenal Gland
51fc8b38-7fd8-4483-9211-c80435455470.htseq.counts,Adrenal Gland
9ce0e4aa-22aa-4bde-990a-27745ef091ad.FPKM-UQ.txt,Adrenal Gland
9f09c3c7-b8da-4f65-8377-d7d78e56e1df.FPKM-UQ.txt,Adrenal Gland
e984ddea-3dba-4016-8a9b-3f4bc2937218.htseq.counts,Adrenal Gland
35cfcf41-58dd-4bdb-a7f1-67a8f84a54e1.FPKM-UQ.txt,Adrenal Gland
98ffa99b-85e0-4411-95c1-97fc1d12cd21.htseq.counts,Adrenal Gland
2ef3f981-aaee-4b07-ad60-1488430fae96.FPKM.txt,Adrenal Gland
aa4a6859-dd8f-4e02-a20f-59f10aa18053.FPKM-UQ.txt,Adrenal Gland
270677c6-3969-417e-b202-b1e49014445a.htseq.counts,Adrenal Gland
c9ae87e5-f612-4283-9f8d-5e4bfcfc684c.FPKM-UQ.txt,Adrenal Gland
bc92e0f5-ff45-4988-b15a-438feb7497df.FPKM.txt,Adrenal Gland
24eea69a-ef19-4ac1-8fa2-9e5d88bb435f.htseq.counts,Adrenal Gland
90c0e9ef-12b9-4181-a3b9-5d748d0dfd94.htseq.counts,Adrenal Gland
6715f395-5cd1-4a6b-87a5-303a7a06cc6d.htseq.counts,Adrenal Gland
0576f5ab-b1f0-42ee-b774-841954499601.htseq.counts,Adrenal Gland
e4ed356a-bb35-44df-ac05-23cf99dac576.FPKM.txt,Adrenal Gland
bdac657f-2e63-4bef-9b0e-88d92fedb621.htseq.counts,Adrenal Gland
449100dd-bdf4-4940-8d11-d4546787dadd.FPKM-UQ.txt,Adrenal Gland
aa3927eb-4e9f-4211-8e4f-a64bf8f5c53d.htseq.counts,Adrenal Gland
338967b3-8ea5-4d40-9dea-60cee9ca2c58.htseq.counts,Adrenal Gland
ee7c5b3a-e599-4175-bc85-475de931b191.htseq.counts,Adrenal Gland
ed2f97cc-0678-43e5-b981-52eaa10e6905.FPKM-UQ.txt,Adrenal Gland
382e68ce-5c12-464a-b6b8-842a45cd2858.FPKM-UQ.txt,Adrenal Gland
fb5ea10a-bdf1-415d-8656-bbb613a3772b.FPKM-UQ.txt,Adrenal Gland
4dde4c28-6003-42d4-9591-ff0a6f4e50e6.htseq.counts,Adrenal Gland
8aec1ba3-167e-4509-9da3-b1231a9cd11b.FPKM-UQ.txt,Adrenal Gland
d9e52f66-4701-4bdb-a408-4c80e0e8c154.FPKM.txt,Adrenal Gland
c97e243f-1a56-4a5c-89e2-81638c7b4d29.htseq.counts,Adrenal Gland
da33344b-b0d8-4504-bf2c-95aed9bf607a.htseq.counts,Adrenal Gland
90f17962-026b-4479-af46-24f4caff2cc8.FPKM-UQ.txt,Adrenal Gland
bb954fd8-e39f-425c-bac8-ac082e857ca1.FPKM.txt,Adrenal Gland
26ac18a6-1e88-4a29-a514-05c2e0078aec.htseq.counts,Adrenal Gland
c97e243f-1a56-4a5c-89e2-81638c7b4d29.FPKM.txt,Adrenal Gland
807147a0-dadd-4df3-bb2f-ac7515346efb.FPKM-UQ.txt,Adrenal Gland
42d55aac-5211-4500-bec1-e0b02ceb2013.FPKM-UQ.txt,Adrenal Gland
0f0d217b-a02f-4742-a28c-723e3ede643f.FPKM-UQ.txt,Adrenal Gland
78678c04-79fd-4230-9743-e023afa28fef.FPKM.txt,Adrenal Gland
80fa7a81-8306-4b78-9624-e7b13743fc3a.htseq.counts,Adrenal Gland
81b66610-b29a-48a5-80ef-969406aa03b3.htseq.counts,Adrenal Gland
591900d8-1acb-4a33-b195-6f7a92b9036b.FPKM-UQ.txt,Adrenal Gland
ae2fe0b0-d379-412f-9a8a-85195542d4c1.htseq.counts,Adrenal Gland
132765d2-100e-4edf-a93c-0627c102cc10.FPKM-UQ.txt,Adrenal Gland
437ad095-c2bd-475f-ba1d-a5ffdd17ab7f.htseq.counts,Adrenal Gland
6c416e81-459b-4fa4-8f16-7f0c8b8442e1.FPKM.txt,Adrenal Gland
daa4c6ba-670d-4416-8bd0-73fd37ea0bb6.htseq.counts,Adrenal Gland
a31ae0ac-683a-4e75-9af7-03bae233d6f2.FPKM-UQ.txt,Adrenal Gland
90f17962-026b-4479-af46-24f4caff2cc8.htseq.counts,Adrenal Gland
80fa7a81-8306-4b78-9624-e7b13743fc3a.FPKM.txt,Adrenal Gland
0a31e630-9db3-436f-b2a6-4a7276a4c1bf.htseq.counts,Adrenal Gland
823fe3f1-1e0f-4d35-8060-e54ba636992e.htseq.counts,Adrenal Gland
921d89a5-6d80-4473-ab43-b459e52fbfac.FPKM.txt,Adrenal Gland
e6f0f18e-2e3b-430d-a51a-180daa250e0c.FPKM.txt,Adrenal Gland
3f42ef68-68d9-428b-be89-48da95336f3e.FPKM.txt,Adrenal Gland
bfa79392-9a5f-4b19-8e85-b2d3cda524b9.FPKM-UQ.txt,Adrenal Gland
ae2fe0b0-d379-412f-9a8a-85195542d4c1.FPKM.txt,Adrenal Gland
77ce7ba1-9173-4a9e-afe4-66f8411d88c0.FPKM-UQ.txt,Adrenal Gland
71ce8148-dbf1-4a0c-a9d8-72c01c2bf071.htseq.counts,Adrenal Gland
b777b70a-8f64-4abe-95f8-a702160cb69b.htseq.counts,Adrenal Gland
fe7036d5-db1b-4052-ae07-1ffa07b9d3a8.htseq.counts,Adrenal Gland
132765d2-100e-4edf-a93c-0627c102cc10.FPKM.txt,Adrenal Gland
a2876106-29ad-4ac6-be7e-8aaaadc9a5b3.htseq.counts,Adrenal Gland
643b7f6a-3bc1-46bd-8ca7-c127e04c0563.FPKM-UQ.txt,Adrenal Gland
dd9c6986-44e3-4fea-b819-01aba752a6a2.FPKM.txt,Adrenal Gland
1941accb-0b8b-4f54-902a-54175271fafa.FPKM.txt,Adrenal Gland
5fc3fbd1-4c66-4086-988c-590ec076216a.htseq.counts,Adrenal Gland
b5bfd4bc-6740-4213-b31a-31d368a7319a.FPKM-UQ.txt,Adrenal Gland
78de2d3a-945c-49b7-bd33-cbaf6d25eb53.FPKM-UQ.txt,Adrenal Gland
734c1861-b6eb-4143-af9d-84307891be50.FPKM.txt,Adrenal Gland
f712d7af-599c-4d98-8ecc-447066b04ecd.htseq.counts,Adrenal Gland
ab220525-11d2-499c-8c0e-29d3045af1d2.FPKM.txt,Adrenal Gland
a0c215d2-579f-49b0-8fe4-53408cde0958.htseq.counts,Adrenal Gland
80c35112-0adb-472d-94cd-fc863964202a.FPKM-UQ.txt,Adrenal Gland
499bd5b0-b238-49d1-9e87-6d29d0ad221a.FPKM-UQ.txt,Adrenal Gland
3a4f2456-136f-44c3-ba43-d1aee20c5c81.FPKM-UQ.txt,Adrenal Gland
ba3a754c-be2a-4358-b880-7932a7d589f8.FPKM-UQ.txt,Adrenal Gland
3c42851b-7666-43bc-8ee2-7d31e370df26.FPKM-UQ.txt,Adrenal Gland
c1422d55-5ee3-4618-8466-d1141c654e9d.FPKM-UQ.txt,Adrenal Gland
496f9d7a-394d-4b71-bffc-8f5d108e350a.FPKM-UQ.txt,Adrenal Gland
2bc116f3-a83f-4924-b357-b202d3e0666e.FPKM-UQ.txt,Adrenal Gland
93c5c034-0541-466d-94b8-6d765e402557.htseq.counts,Adrenal Gland
6dc13ecf-1789-48be-828b-64276a55e0b5.FPKM.txt,Adrenal Gland
6c3371b6-872d-4310-986b-e43c1408273d.FPKM.txt,Adrenal Gland
ea676ecf-7abc-45c3-87f1-79ac8f796778.FPKM.txt,Adrenal Gland
e8571277-2e78-4b28-98ed-9afa1f5c9121.FPKM-UQ.txt,Adrenal Gland
6840fd88-8935-469b-aa9d-9c23d81cc4d4.FPKM.txt,Adrenal Gland
78925c04-1623-490c-87e4-43d3f0697403.FPKM.txt,Adrenal Gland
a32159d8-700b-45c2-a9e6-a3e3ee77bead.FPKM-UQ.txt,Adrenal Gland
6cff35b3-d42e-4a55-ab93-b95782625557.htseq.counts,Adrenal Gland
ced9ceb2-89c7-4068-8791-c04a38175efd.FPKM.txt,Adrenal Gland
3a4f2456-136f-44c3-ba43-d1aee20c5c81.htseq.counts,Adrenal Gland
7d3f32e7-12fe-4ede-8ddf-f9b3e2587ab8.FPKM-UQ.txt,Adrenal Gland
bcc244da-52e0-440a-a95d-5b5a6818ff35.FPKM.txt,Adrenal Gland
cca1b871-82df-4a08-9d17-8916182167f0.FPKM.txt,Adrenal Gland
364abfc6-3c10-41e6-89ed-86e0da943d74.FPKM-UQ.txt,Adrenal Gland
20f1ae84-332f-4efc-aae5-54e28917d0ed.htseq.counts,Adrenal Gland
d503dc74-ad78-425f-99b1-b67b26cea004.FPKM-UQ.txt,Adrenal Gland
90c0e9ef-12b9-4181-a3b9-5d748d0dfd94.FPKM.txt,Adrenal Gland
3d245e00-46e4-4bc6-9948-4dd5334d16af.htseq.counts,Adrenal Gland
b682b38e-79c3-4b88-ac65-e8f2571c35b9.htseq.counts,Adrenal Gland
6150c522-9ad3-4b95-b4b9-4ba6b89eeedd.FPKM-UQ.txt,Adrenal Gland
1cef783a-56e6-4abd-bf86-334288074e0b.FPKM.txt,Adrenal Gland
496f9d7a-394d-4b71-bffc-8f5d108e350a.htseq.counts,Adrenal Gland
e025cc37-1269-430c-9790-cdda76eb6411.FPKM-UQ.txt,Adrenal Gland
1b4450ca-dbae-44a7-ba36-abceed1b108e.FPKM.txt,Adrenal Gland
6c7c6725-b082-4350-9b2e-b131d241556e.FPKM-UQ.txt,Adrenal Gland
da318a1c-eb18-4929-9a8b-904ea62705e2.htseq.counts,Adrenal Gland
24eea69a-ef19-4ac1-8fa2-9e5d88bb435f.FPKM.txt,Adrenal Gland
7c7baadf-6dbd-47bb-a60f-b9303603124e.FPKM.txt,Adrenal Gland
539908e6-ca4b-4de2-b51b-4a29943a4958.FPKM.txt,Adrenal Gland
0c71d02c-63c4-4a53-8de2-334b4e4c4a0b.htseq.counts,Adrenal Gland
fd90487c-4f23-4270-a54c-e97ebe5f03c8.FPKM.txt,Adrenal Gland
1fe6a38f-7f56-4ce4-82dc-4e9236ed80d1.htseq.counts,Adrenal Gland
9face56d-5a4c-44a7-9ab5-9dd35bad5bad.FPKM.txt,Adrenal Gland
6dc13ecf-1789-48be-828b-64276a55e0b5.FPKM-UQ.txt,Adrenal Gland
d503dc74-ad78-425f-99b1-b67b26cea004.htseq.counts,Adrenal Gland
1978ddf8-0fc0-4054-bd34-501a94925950.FPKM.txt,Adrenal Gland
2065be76-7c11-4d1d-9192-24bea29b96f4.FPKM-UQ.txt,Adrenal Gland
82538bfa-24d4-42cd-8e4e-cff874fa37a7.FPKM.txt,Adrenal Gland
382e68ce-5c12-464a-b6b8-842a45cd2858.htseq.counts,Adrenal Gland
68b761c0-25b5-40ee-918f-869141f6fb9b.FPKM-UQ.txt,Adrenal Gland
0874fe2b-8fa0-4535-95e0-de624d2514f2.FPKM-UQ.txt,Adrenal Gland
78de2d3a-945c-49b7-bd33-cbaf6d25eb53.htseq.counts,Adrenal Gland
b16f9fe4-d8fe-4f81-9422-20447c909f0a.htseq.counts,Adrenal Gland
50f7e8b0-2a6c-4784-b529-dd54cc591058.FPKM.txt,Adrenal Gland
62ca391d-f380-494b-84a7-54ca5140406e.htseq.counts,Adrenal Gland
fe99c661-f8df-4d35-b765-0b50b0cf5d1f.FPKM-UQ.txt,Adrenal Gland
35cfcf41-58dd-4bdb-a7f1-67a8f84a54e1.htseq.counts,Adrenal Gland
9b360d81-7b26-48af-ba00-7788abbea627.htseq.counts,Adrenal Gland
4e4bf99a-730b-4de9-b235-9e65e4509e8b.FPKM.txt,Adrenal Gland
6150c522-9ad3-4b95-b4b9-4ba6b89eeedd.htseq.counts,Adrenal Gland
f712d7af-599c-4d98-8ecc-447066b04ecd.FPKM-UQ.txt,Adrenal Gland
bdac657f-2e63-4bef-9b0e-88d92fedb621.FPKM-UQ.txt,Adrenal Gland
aa3927eb-4e9f-4211-8e4f-a64bf8f5c53d.FPKM-UQ.txt,Adrenal Gland
df161225-6334-45af-a74a-a71af0f7b2ae.htseq.counts,Adrenal Gland
bd080527-71bf-454d-b7c9-47d7f865e867.htseq.counts,Adrenal Gland
5fc892d2-2daf-4a02-9097-8153dacd6339.FPKM-UQ.txt,Adrenal Gland
0693b1af-6c92-45e0-b18b-5eb60eb36909.FPKM-UQ.txt,Adrenal Gland
c4ab095c-9389-48cf-b8d4-2a5956805a1b.FPKM-UQ.txt,Adrenal Gland
4e1655ef-3fea-4e88-9291-233cb85d6d00.htseq.counts,Adrenal Gland
dc432a61-98f1-4e7f-ab68-c0026aeb1329.FPKM-UQ.txt,Adrenal Gland
449100dd-bdf4-4940-8d11-d4546787dadd.FPKM.txt,Adrenal Gland
0d9bb571-028b-4191-9746-f372f7502965.FPKM-UQ.txt,Adrenal Gland
7b1bc957-02b8-46e8-84c3-f4cdf00b036a.FPKM.txt,Adrenal Gland
888cb650-8579-4b1c-b037-ae790a30c3ca.htseq.counts,Adrenal Gland
c5806f83-ba88-408d-b08f-3faa40c3ca6a.htseq.counts,Adrenal Gland
ced9ceb2-89c7-4068-8791-c04a38175efd.FPKM-UQ.txt,Adrenal Gland
e81d3208-95b1-4ba5-85c6-611aa8ae7e97.htseq.counts,Adrenal Gland
34684151-32d6-4b47-ad0a-bbc452f72ec1.FPKM.txt,Adrenal Gland
68b761c0-25b5-40ee-918f-869141f6fb9b.FPKM.txt,Adrenal Gland
6010fcb4-adaf-463c-947e-e712144a69e1.htseq.counts,Adrenal Gland
a32159d8-700b-45c2-a9e6-a3e3ee77bead.FPKM.txt,Adrenal Gland
bd080527-71bf-454d-b7c9-47d7f865e867.FPKM.txt,Adrenal Gland
e81d3208-95b1-4ba5-85c6-611aa8ae7e97.FPKM.txt,Adrenal Gland
b93ba836-fe52-420b-83f3-4fc3918fbb41.htseq.counts,Adrenal Gland
c340296d-6f3d-41f4-909f-5702608fc9ec.FPKM-UQ.txt,Adrenal Gland
fd90487c-4f23-4270-a54c-e97ebe5f03c8.htseq.counts,Adrenal Gland
9ce0e4aa-22aa-4bde-990a-27745ef091ad.htseq.counts,Adrenal Gland
888cb650-8579-4b1c-b037-ae790a30c3ca.FPKM-UQ.txt,Adrenal Gland
2c217a4d-93a0-4d6d-b023-e1671d0fbe55.FPKM-UQ.txt,Adrenal Gland
c5a1c9f1-c2a3-4a62-bc26-e11aae5d2012.FPKM-UQ.txt,Adrenal Gland
